0,"Everyone Wants – No, Demands – a Bailout Now -- my article for @crushthestreet https://t.co/i21CRSTKDd $SPY $QQQ $DJIA $DIA #stockmarket #investing #finance #stocks #gold #silver $SLV $TWTR $GLD $FB $TLT $AAPL $TSLA $AMZN $NFLX $AMD $INTC #coronavirus #economy #bailout #bailouts",0,1,2020-03-23 23:58:07
1,$CRM Why Salesforce Stock Will ‘Deliver the Goods’ in 2020 -- my article for @investorplace https://t.co/Kmcd5rWS2Y $SPY $QQQ $DJIA $DIA #stockmarket #investing #finance #stocks #gold #silver $SLV $TWTR $GLD $FB $TLT $AAPL $TSLA $AMZN $NFLX $AMD $INTC #economy $MU $NVDA,1,2,2020-03-23 23:56:19
2,$XOM Is Exxon Mobil Stock Really Worth the Risk? -- my article for @investorplace https://t.co/DSPyJD0UNy $USO #oil $XLE $CVX $SPY $QQQ $DJIA $DIA #stockmarket #investing #finance #stocks #gold #silver $SLV $TWTR $GLD $FB $TLT $AAPL $TSLA $AMZN $NFLX $AMD $INTC #economy $OIL,0,2,2020-03-23 23:55:49
3,"""Measures included in the Green New Deal... have not been included in any proposals"" https://t.co/cJpbV30S8L

SORRY $TSLA FANS... NO EV TAX CREDIT RENEWAL THIS TIME, EITHER.",3,29,2020-03-23 23:55:00
4,"@PTBarnu88732123 $MDT trades 3.4x EV/Revenue
$ISRG trades 6.9x EV/Revenue

if they start jacking up $TSLA multiple on this, achtung...",0,2,2020-03-23 23:54:41
5,"Right On Cue, Low Money Rates Are Not What You Might Think https://t.co/A1i0soe5MP $SPY $QQQ $DJIA $DIA #stockmarket #investing #finance #stocks #gold #silver $SLV $TWTR $GLD $FB $TLT $AAPL $TSLA $AMZN $NFLX $AMD $INTC #economy",0,0,2020-03-23 23:54:07
6,"In hindsight , ""THE TOP"" was in when $MSFT acting like $CSCO of 2000, or $TSLA acted like $QCOM of 2000",1,11,2020-03-23 23:53:59
7,#Fed’s Newest Measures To (Fail To) Support The Economy https://t.co/L3uvekAMNY $SPY $QQQ $DJIA $DIA #stockmarket #investing #finance #stocks #gold #silver $SLV $TWTR $GLD $FB $TLT $AAPL $TSLA $AMZN $NFLX $AMD $INTC #economy,0,0,2020-03-23 23:53:32
8,"Love this write up by Johnna on how Elon is helping $tsla $tslaq 

https://t.co/IobgcptJsE",0,0,2020-03-23 23:53:24
9,"David Tepper says there is nothing wrong with nibbling at stocks. He’s buying beaten down technology-related names, healthcare shares, and corporate debt. Wonder if he is nibbling on $TSLA? https://t.co/tDR3uj7U3j",2,2,2020-03-23 23:53:22
