0,"A great article on what the world is dealing with now, from one of the OGs on the topic. If people seem nuts right now, here's why:
https://t.co/YuP4nkFTwz

#COVIDー19 #COVID #grief  @HarvardBiz",0,1,2020-03-25 23:59:59
1,@dukewindsor388 Best Wishes to Beat That Covid-19. 🙏 For a Full Recovery 🙏,0,1,2020-03-25 23:59:59
2,"In the time of Coronavirus, social distancing, lockdowns, remote working, how can businesses leverage chatbots to stay connected with customers and teams?

#chatbots #NLP #machinelearning #socialdistancing #Covid-19 #lockdown #remoteworking 

https://t.co/xosX97EfjJ",3,3,2020-03-25 23:59:59
3,"New evidence from China indicates that COVID-19 can also be spread by fecal-oral transmission. 

Learn more in this article: https://t.co/7nkZ1r4xA7",0,0,2020-03-25 23:59:59
4,This To Shall Pass ... Covid 19,0,0,2020-03-25 23:59:59
5,"As scores of academic meetings get upended due to COVID-19, researchers are turning to virtual replacements. https://t.co/4BxrkKB4sV",2,3,2020-03-25 23:59:59
6,"Uncertain times, but help is there for The Icehouse network https://t.co/aEX6PPdChe    

Here are just some of the things The Icehouse is doing to assist in the wellbeing of the greater Icehouse community during COVID-19.

#TheIcehouse #COVID-19 #InThisTogether",0,1,2020-03-25 23:59:59
7,"A Gatineau tenant has been fined $1,000 for hosting a gathering at a Hull apartment during the COVID-19 pandemic. https://t.co/BqpumSaKN5",6,44,2020-03-25 23:59:59
8,Coronavirus In #Indiana County: First COVID-19 #Case Confirmed - Mar 25 @ 7:57 PM ET https://t.co/kqpLgJ1tu1,0,0,2020-03-25 23:59:59
9,"@EricTopol What’s our degree of certainty about time since 10th death? Especially given lack of testing? What would the US curve look like if we learned COVID deaths started here in Jan/Feb, as some suspect?",1,1,2020-03-25 23:59:59
10,"@wiIdbuffet @imanegg143143 I also think she’s out in public, but knows if she posts something about she would probably get some backlash for thatttt because of covid.",0,11,2020-03-25 23:59:58
11,Nurses are not getting the protections they desperately need to fight #COVID19. @NationalNurses is demanding Congress act now. Add your name:  https://t.co/dbEqVKQT2g,0,0,2020-03-25 23:59:58
12,COVID-19 Will Fray Energy Industry's Financial Lifelines https://t.co/sBQr4IMboj,0,0,2020-03-25 23:59:58
13,"♦️Confirmed Cases and Deaths by Country, Territory, or Conveyance

The coronavirus COVID-19 is affecting 198 countries and territories around the world #COVID19 https://t.co/JeguL7wUNJ",0,4,2020-03-25 23:59:57
14,"Emergency Regulations as it relates to the tri island state of Grenada re: COVID-19 pandemic
🇬🇩
#stayinformed #staysafe #stayhome https://t.co/fXhltkC6sf",0,1,2020-03-25 23:59:57
15,@MarshaBlackburn I wonder if you’d feel the same if it were Russia that had suppressed COVID-19 information &amp; destroyed tests. Why are you so anti China? Why aren’t you so Anti-Russia—they interfered in our elections? Why did you block 3 Prevention of Foreign Interference in our Elections bills?,0,0,2020-03-25 23:59:57
16,"ICMR Capping Rs.4,500 Per COVID-19 Test is Expensive and Embarassing too..How can a Poor Labourer or Daily Bread Earner Pay for this Test..I Request @TelanganaCMO KCR to ReCap it to Rs.1,500 for Old city https://t.co/SkZ0xdNWy8",8,17,2020-03-25 23:59:57
17,"We’ve made new updates as we continue to navigate the COVID-19 pandemic response within our store operations.  We want to ensure your safety and well-being during this time.  Our latest update from our VP of Operations, Emily Coborn.

https://t.co/Sykl5yBwsR https://t.co/ldvYLiUW4i",0,6,2020-03-25 23:59:57
18,Holiday Inn Resort Orlando – Lake Buena Vista Extending Special Rates For Essential Lodgers During Coronavirus (COVID-19) Pandemic https://t.co/tE7YLzrNRq,0,0,2020-03-25 23:59:56
19,"Nine days into the enhanced community quarantine being enforced over Luzon, a vendor from Barangay Payatas, Quezon City still tries to find a way to sell cooked food to earn a few pesos to support her family. #COVID_19PH #tribunecovid19watch

 https://t.co/oW8RTRw0zh",0,0,2020-03-25 23:59:56
20,"love that my bills are stacked right now, i just got laid off, and my rent is due in a week.. thank you covid-19.",1,4,2020-03-25 23:59:56
21,"The desperate search for a #COVID19 cure is seeing stem cell therapies being fast-tracked in China, US, UK &amp; Australia but scientists are wary that hype is prevailing over evidence. My latest story for @leapsmag 

https://t.co/9oVIfZUEhd

#covid19UK #COVIDー19 #coronavirusuk",0,1,2020-03-25 23:59:56
22,"Young India 📰 Fights against COVID-19 🙏 ✍️ 

1915 WW1 Up to 15,000 Indian Troops Arrive in Australia 🇦🇺 

Our Great Grandfather Or Grandfather Went to Fight In World War I and War II 

You Can Defeat Corona by Staying at Home 🏠 

🤘Good Morning 🧘‍♂️🤘🤘👇 https://t.co/EEda03JKMi",0,0,2020-03-25 23:59:56
23,New bulkbilled #COVID19au @healthgovau #telehealth services are now available for services provided to vulnerable people or who are in isolation due to #COVID19. These item numbers are available from 13 March to 30 September 2020. Check our website https://t.co/8IyRvuq3k4,4,2,2020-03-25 23:59:56
24,Maybe cobbled of stray ideas mutated in the climate of covid 29 : hello world!,0,0,2020-03-25 23:59:55
25,"@ARGoodrich @JustInSider_69 @eugenegu @realDonaldTrump Nope, critical care nurse. And we have patients on ventilators from the FLU and other issues.

Covid 19 is an offshoot of multiple corona virus strains, SARS being Covid 2.

Covid 19 is less virulent than the flu. Unfortunate for you it doesn't fit your narrative.",0,0,2020-03-25 23:59:55
