0,Selected Articles: COVID-19 Relief “Bailouts” and “Handouts” https://t.co/Rc49zgQFtB,0,0,2020-03-27 23:59:59
1,"At the Moment non essential people. Politicians, Actors, musicians, athletes. Funny huh how we put people who aren't really important in such high places, with such high pay. Why? #CoronaLockdown #economy #COVID19 #usalockdown #covid #AloneTogether https://t.co/4x4w1Gz85Q",0,0,2020-03-27 23:59:59
2,"@luvofUSA Good- so this entire time I felt like I was on the verge of getting pneumonia (kind of a cold burn when you breath in) and the steroids really helped! So be sure and advocate for yourself even if youre negative for covid. The steroids are going to be in higher demand, so stock up",0,1,2020-03-27 23:59:59
3,this whole covid thing got niggas amuck,0,0,2020-03-27 23:59:58
4,How to distinguish COVID-19 symptoms from allergies and the common cold  https://t.co/kvtm661LMk,1,2,2020-03-27 23:59:58
5,Am in DC for annual global ambassadors’ meeting. Closely monitoring COVID-19 situation in ROK &amp; thinking of everyone back home. We’ve just increased our Travel Advisory to Level 3. Working closely with ROK in everything COVID-19.Updated #SouthKorea Travel Advisory for U.S. citize https://t.co/HhfQInnpqt,0,0,2020-03-27 23:59:58
6,COVID-19 is NOT PARTISAN. Stop making this WORLD PANDEMIC apply to any party agenda.,0,0,2020-03-27 23:59:58
7,"@samtripoli @_whitneywebb The clinical consequences of Covid-19 may be more akin to those of a severe seasonal influenza (with a death rate of about 0.1%) or pandemic influenza—as in 1957 &amp; 1968—rather than diseases like SARS &amp; MERS, with death rates of 10% &amp; 36%.—Fauci et al, NEJM
https://t.co/8K20AXh7Em",0,0,2020-03-27 23:59:58
8,"Bonus tweet: I've just published a piece on @Medium reflecting on a week or so of providing these nightly #COVID19Ireland guides. Hopefully it'll make for good weekend reading. https://t.co/P2YIl31tec (11/10, I guess?)",2,6,2020-03-27 23:59:57
9,"The spread of COVID-19 has been tragic and has impacted every facet of life. As a whole, the mobile ecosystem is seeing a significant uptick in downloads and usage. Stay tuned for our report, which will include the impact on advertising KPIs https://t.co/L2HTRDi0Iv",0,0,2020-03-27 23:59:57
10,"I understand the principle that COVID-19 case numbers are low because we’re hardly testing, but are they really excluding COVID-19 death numbers simply to cover up their incompetence? https://t.co/zPfoc6nPKJ",0,0,2020-03-27 23:59:57
11,"@IDF Same here in India... We are fighting against both Covid-19 and Pakistan( near LOC).... We will defeat them for sure, same like you guys.... 🙏",0,0,2020-03-27 23:59:57
12,@ReformedBroker @AndySwan @plsthnks I heard he just got diagnosed with Covid-19 be careful Josh,0,0,2020-03-27 23:59:56
13,@MichaelRapaport you are piece of shit mother fucker I hope you die of covid,0,0,2020-03-27 23:59:56
14,"""How to distinguish COVID-19 symptoms from allergies and the common cold""  https://t.co/SmoRVTsYJ3",0,1,2020-03-27 23:59:55
15,@SakaTinoGH @___w1LL 🤣🤣🤣vaccine for Covid-19 wai,0,0,2020-03-27 23:59:55
16,Once Covid-19 is done and Brexit finished I would really like there to be no more history for a bit. I am historied out. Boring years only please.,0,2,2020-03-27 23:59:55
17,"Downloaded the new COVID-19 app onto my phone.

Hope I don’t get a virus.

#toosoon?",0,8,2020-03-27 23:59:55
18,FBI: Bomb Suspect Dead After COVID-19 Hospital Attack Plot | Time https://t.co/B72VaSLwpF,1,0,2020-03-27 23:59:55
19,"On their COVID-19 tracking page, the Wisconsin Department of Health has also included mental health info. If you need it during this stressful time, reach out.

National Disaster Distress Helpline
https://t.co/zfNkfdb1Ml
800-985-5990
800-846-8517 (TTY)
Text TalkWithUs to 66746",4,12,2020-03-27 23:59:55
20,@nicholsevansfan The story of the guy who worked at the Waffle House that got COVID is my Waffle House. It was closed for two weeks but take out only now.,0,1,2020-03-27 23:59:55
21,We’re eventually gonna need to take a COVID-19 test to prove we are negative (essential to integrate back into society),0,0,2020-03-27 23:59:54
22,"Me scrolling looking for Naija threads mocking their president for not showing up like Nana Addo has done. 

Naija people say Buhari is still learning how to pronounce the words CORONA and COVID

#COVID2019Ghana #CoronaLockdown",0,2,2020-03-27 23:59:54
23,@Gnick_ATL Lol covid&lt;16,0,0,2020-03-27 23:59:54
24,For those dealing with allergies but worried it might be Covid 19. https://t.co/0EqbmjDejH,0,0,2020-03-27 23:59:54
25,So I have Covid-19???? Fucking great https://t.co/IiTKL6FAyo,0,1,2020-03-27 23:59:53
26,"@tamisawyer @MayorLeeHarris Deaths from #COVID-19 in Tennessee doubled from yesterday.

El Mero Taco will be serving a FREE CORONA with every order.",0,4,2020-03-27 23:59:53
27,@zookeeper125 Exactly! Maddow highlighted a Colorado Co. that would test for Covid antibodies in all 8000 residents of Telluride. It’s not a favor-the town people are desperate. No compensation for the subjects and once the company is successful they’ll will steeply mark up and sell the kit.,0,2,2020-03-27 23:59:53
28,Why Georgia got 2000 covid-19 cases? 😩,0,0,2020-03-27 23:59:52
29,"After 5 Years of Siege &amp; War, Yemen Faces COVID-19 – Stephen Bell, Stop the War Coalition – Labour Outlook https://t.co/34MFH0YIbH",0,0,2020-03-27 23:59:52
30,i hate reading any shit on covid-19 cus it just pisses me off how much the US healthcare industry ain’t shit and everything is fake,0,2,2020-03-27 23:59:52
31,Second Nebraska death to be revealed today. Person in Hall County in central Nebraska. @eduff88 &amp; @BobGlissmann  https://t.co/38mfNx7lLd,1,1,2020-03-27 23:59:52
32,"Amid the COVID-19 pandemic, CTV News is making our live local newscasts free to watch without a login on https://t.co/MTcYrZrCxV. Watch CTV News Vancouver Island at 5 p.m. LIVE NOW here: https://t.co/KOAOxy46Vs",2,5,2020-03-27 23:59:52
