0,"@BlogJulianKomar @williamoneilco @IBDinvestors Didn't pay attention to #3. Since January, sold $ZM too soon and hung on to my oil stocks.",0,1,2020-03-28 23:45:31
1,@tomwarren It just lends credence to the fact that there is so much video conferencing available. $ZM itself is extremely overvalued with retail trash thinking it's $ZOOM. It's only a matter of time before that 50x P/S stock blows up.,0,0,2020-03-28 23:41:14
2,"Evening Most Tweeted Big Caps, check out Gambiste Top 10: $TSLA $CCL $GM $ZM $ROKU $TDOC $ABB $TWTR $UBER $DAL https://t.co/k3uyuEbRpJ",1,1,2020-03-28 23:21:49
3,Trolls exploit Zoom privacy settings as app gains popularity $zm https://t.co/qoquI8feiY,0,1,2020-03-28 23:21:17
4,@Scelliott81 At a mere 40b.. $zm could buy a lot of companies. It’s our Invision Technologies circa 2001.  I think it’s crazy overvalued for a program that will be easily duplicates imho,0,1,2020-03-28 23:21:14
5,Zoom iOS App Sends Data to Facebook Even if You Don’t Have a Facebook Account - $ZM $FB https://t.co/56tzzPqlQ4,5,4,2020-03-28 23:19:40
6,Zoom privacy: Your video conferences aren’t as private as you think $zm https://t.co/YzPL8XVpir,0,0,2020-03-28 23:19:21
7,"Now that everyone's using Zoom, here are some privacy risks you need to watch out for $ZM https://t.co/O3IzCo6Umi",0,0,2020-03-28 23:17:45
8,Zoom needs to clean up its privacy act.  $ZM https://t.co/26TnCS2YDb,0,3,2020-03-28 23:15:41
9,Literally all messaging apps must be having PMs and dev teams dedicated and working full speed to get group video chat right. Zoom effect.  $ZM,0,1,2020-03-28 23:02:43
10,Went from 8% down to 4% on the plus side. Stocks that put me ahead? $Zm $Nflx $Shop $Nvda,0,1,2020-03-28 22:47:06
11,"$ZM I love this stock, really do. I got in on the IPO, but I do worry about their ability to scale over the long term, but for now. Great stock.",0,0,2020-03-28 22:40:30
