0,geekd up but not in the tesla,0,0,2020-03-24 23:59:50
1,"@TilmanWinkler Hola, please find the unroll here: Thread by @incentives101: took delivery of my Tesla. After so many years being an investor it was almost obvious what… https://t.co/hYT3IppcIC. Enjoy :) 🤖",0,0,2020-03-24 23:59:35
2,"My Tesla found a friend! 🤩
#Tesla https://t.co/gDMRLlny1s",6,127,2020-03-24 23:59:27
3,@Medtronic @elonmusk @Tesla Printing 3d at home and send it to the hospitals... it seems to work quite well for the heath profissionals! https://t.co/k9hV4m79NA,0,0,2020-03-24 23:59:24
4,@RealLifeStarman @engineers_feed @Tesla @elonmusk @SpaceX Exm. You can go there by  PLANE  or  CAR  or SHIP  or  TESLA,0,1,2020-03-24 23:59:12
5,Tesla Semi spotted on journey home after winter performance testing https://t.co/LowFAJ5CEy #emobilityinfo https://t.co/QCmQrxkkNd,0,0,2020-03-24 23:59:05
6,@ex_Tesla Short it then,0,0,2020-03-24 23:58:34
7,"And
@Apple is donating masks to countries in need
@Tesla is buying surplus ventilators from China and shipping to USA
@Pornhub is giving away free premium
...
The heroes we need but don't deserve",2,3,2020-03-24 23:58:20
8,@NYGovCuomo TESLA @Tesla as produced 1000 at least.   What is holding this up @Ford @GM,0,0,2020-03-24 23:58:10
9,@ChrisLeeterman so we should model Tesla as a ventilator factory?,0,2,2020-03-24 23:58:05
10,@AviatorJordan @Tesla Wouldn't they get it back when others buy the car and have to pay $7k to FSD ? I definitely understand what you're saying. And it makes sense. Just don't understand the logic of paying me more and then wiping the FSD software. I'm curious what others think?,0,0,2020-03-24 23:57:49
11,"Nikola Tesla was an American computer scientist, with research interests in theoretical computer science, providing a formalisation of (1/5)",0,0,2020-03-24 23:57:38
12,Should have bought Tesla when it was $350 but I’m an idiot and it’s 500 now so im an idiot,0,0,2020-03-24 23:57:38
13,@slye That’s is the main reason why I ordered the 20” induction wheels,0,2,2020-03-24 23:57:21
14,@Limeylizzie A self-driving Tesla makes more sense.,0,1,2020-03-24 23:57:19
15,"Elon Musk says he'll have 1,200 ventilators ready to deliver this week https://t.co/omEp1inSxE",0,0,2020-03-24 23:57:01
16,Ford joins Tesla and GM in helping with ventilator and mask supply - The Verge https://t.co/criMyw0F2M,0,1,2020-03-24 23:56:56
17,"@thepixelgeek While the screens are pure insanity, at least the cockpit still has more buttons than the Tesla S, so that's a plus.",0,0,2020-03-24 23:56:50
18,@evmanuk Well you just gained one Tesla owning follower. I’m super pro-Tesla but I know they aren’t for everyone and I like to give car buying advice so I like to stay up to speed on all EVs so I can convince as many as possible to get some sort of EV even if it’s not a Tesla,0,0,2020-03-24 23:56:41
19,"Tesla CEO Elon Musk acquires 1,200+ ventilators from China to help alleviate coronavirus shortage https://t.co/jNhBAUJatj via @usatoday",0,0,2020-03-24 23:56:24
20,"Kinda ready to get rid of my bmw, kinda want a Honda, kinda want a Tesla 🥴",0,0,2020-03-24 23:56:19
21,@RealLifeStarman @Tesla @elonmusk @SpaceX Exactly its not a car for car lovers 😉,0,0,2020-03-24 23:56:10
22,"@JosephVVallace @ValueAnalyst1 In the long term, yes. When I wrote this, there was no recession in sight. Tesla will survive, and come out of this stronger than ever. But its stock will struggle for a time.",0,0,2020-03-24 23:56:09
23,@spoonen @Hanes @AnheuserBusch @Tesla @Ford @GM @Benioff @salesforce Thank you @Ford for the like. @Benioff is absolutely awesome!  And read you guys are working on making some which is totally cool! Huge thanks to @elonmusk for donating 1000 ventilators to CA hospitals yesterday and 250k N95 masks previously. #WeAreAllInThisTogether ♥️ #COVID19,0,0,2020-03-24 23:55:48
24,@gabiiiking Whatcha gonna asmr? The Tesla's battery turning on?,0,0,2020-03-24 23:55:44
25,@Hunain cause i can’t afford a Tesla,0,0,2020-03-24 23:55:38
26,@elonmusk @Apple Low key if Tesla starts building phones and laptops! Ya boy might cop one! https://t.co/PkycqeEVbF,0,0,2020-03-24 23:55:37
27,@littledusty75 @NIOGlobal Tesla has never posted an annual profit,0,0,2020-03-24 23:55:30
28,@Teslarati 2 years ago Tesla delivered our model 3 to our house. This year they won’t deliver the model Y. They said the range has increased to 220 miles. So Thursday I will drive 170 miles to Schaumburg IL. To pick up our model Y. Not complaining- just sharing. Excited!,0,1,2020-03-24 23:55:10
29,@Rojerlockless @Tesla That's true. The Y makes more financial sense. But those falcon doors...Lol 🤪,0,2,2020-03-24 23:55:02
30,"Despite being a coronavirus skeptic, Elon Musk, CEO of Tesla and Space X donates 1,255 ventilators to Los Angeles County and pledges to build more as demands will come.
Thank you for changing your mind Elon.
#Tesla #CoronaviruslosAngeles 
https://t.co/gF4DQQUCgW",1,3,2020-03-24 23:55:01
31,@nickylove1379 @TitusNation @deaton_cristal You don't have to force them when they volunteer goofball. FORD Tesla and many others have already started with no forcing necessary,0,0,2020-03-24 23:54:22
32,"@elonmusk would you happen to have any animal crossing Nintendo switches laying around that you’d be willing to donate or sell to me? It would be very much appreciated 😌
#ElonMusk #Tesla #Nintendo #NintendoSwitch #makethisgoviral #AnimalCrossingSwitch #AnimalCrossingNewHorizons",0,0,2020-03-24 23:54:20
33,Me taking pictures for my girls onlyfans so she can buy me a new tesla https://t.co/IdGY5BWWut,0,0,2020-03-24 23:54:17
34,@Medtronic @elonmusk @Tesla Biggest white collar fraudster there is. Anything for publicity. Don't be fooled.,0,0,2020-03-24 23:53:49
35,"@Gfilche @BenSullins @elonmusk @Tesla The hope is Made in China. Yea, design, manufacture, test, assemble Ventilators in 2 days, only Elon can do it, and only the naive can believe. $TLSA",0,2,2020-03-24 23:53:36
36,"In times like these, the routine becomes sacred. No #PPE is taken for granted. Thank you ⁦@elonmusk⁩ ⁦@Tesla⁩ for your generosity #COVID19  https://t.co/B53JXttOSo",1,3,2020-03-24 23:53:35
37,"Tesla buys oversupplied Chinese ventilators, sends them to Los Angeles https://t.co/LxSnInZ9Gi https://t.co/2HcarNEdFU",0,0,2020-03-24 23:53:33
38,The Tesla Model Y Is the Tesla Everyone Is Waiting For https://t.co/HGlZd37ghu via @YouTube,0,0,2020-03-24 23:53:32
39,"Hey Omar Qazi of Third Row Tesla Podcast, did ya boi, #TSLA CEO Elon Musk at least hook you up with a microdermabrasion machine while he was bartering w China for ventilators? 
#IncelsForElon
#AFaceOnlyRocketsCouldLove 
#CaseStudy https://t.co/wqBIFgKZcc",0,2,2020-03-24 23:53:16
40,@wendywoods5 @marinamaral2 Chalamet will play Tesla in a movie one day I think. https://t.co/YhkLtqulQC,0,0,2020-03-24 23:52:54
41,@elonmusk excited to see the latest patent filed by @Tesla and @karpathy! Any upcoming Autopilot updates to lift our spirits?,0,0,2020-03-24 23:52:47
42,"@Nitro230 I can imagine the enormity of the power grid already dedicated to Disney Parks, and how much they'd have to increase it just for casual tesla charging. 60A per charger (based on home chargers) would be 25,000A for 416 stalls (1% park parking.) Not sustainable in scale.",0,0,2020-03-24 23:52:45
43,Our newest #biopic casting blog : ‘Why ⁦@mradamscott⁩ should Play #NikolaTesla in a Biopic’ • ⁦@elonmusk⁩ ⁦@Tesla⁩ ⁦@LeoDiCaprio⁩ ⁦@Variety⁩ ⁦@THR⁩ ⁦@unitedtalent⁩ • ⁦⁦@netflix⁩ ⁦⁦@BrianGrazer⁩  https://t.co/dndKAY1DLl,1,1,2020-03-24 23:52:43
44,@BLKMDL3 @byeehaaw @Tesla I do. Someone else thought that was the reason for the high offer. But the Tesla adviser told me that they wipe all of that when they get a trade-in. 🤷‍♂️ No idea. Thoughts?,0,0,2020-03-24 23:52:35
45,"@Byebye4now777 @KyleKashuv Here ""American tech giants from Apple to Facebook have in recent days announced ATTEMPTS TO COLLECT and donate at least 9 million protective masks that medical workers in hospitals sorely need to treat infected patients."" https://t.co/CfEQDfMAgK",0,0,2020-03-24 23:52:25
46,@Quantum3T @Tesla Welcome to the club!,0,1,2020-03-24 23:52:21
47,Society if Tesla was in Forza Horizon 4 https://t.co/qonVwbq6g6,0,0,2020-03-24 23:51:59
48,"#HW3 achievement unlocked!
We have cones!!
#GGthemodel3
#Tesla #teslamodel3 https://t.co/04YovDyLaA",0,3,2020-03-24 23:51:17
49,Tesla CEO says bought ventilators in China for U.S: https://t.co/NAfliTxPQL via @AOL,0,0,2020-03-24 23:51:16
50,"Hey Omar Qazi of Third Row Tesla Podcast, did ya boi, #TSLA CEO Elon Musk at least hook you up with a microdermabrasion machine while he was bartering w China for ventilators? 
#IncelsForElon
#AFaceOnlyRocketsCouldLove 
#CaseStudy https://t.co/gGvJ9VMzTq",0,1,2020-03-24 23:50:28
51,@Falconwingsnj @Tesla I will this Saturday!!! Woohooooo https://t.co/o68P5zEhlZ,0,1,2020-03-24 23:50:01
52,I’d like @Tesla and @elonmusk to make a #CyberCar with gullwing doors... after the ventilators and stuff.,0,0,2020-03-24 23:49:52
